name_last,name_first,key_mlbam,key_retro,key_bbref,key_fangraphs,mlb_played_first,mlb_played_last
campusano,luis,669134,campl002,campulu01,22217,2020.0,2024.0
bethancourt,christian,542194,bethc001,bethach01,10028,2013.0,2024.0
montes,coco,663796,montc002,monteco01,21547,2023.0,2023.0
garcía,leury,544725,garcl004,garcile02,5913,2013.0,2022.0
crews,dylan,686611,crewd001,crewsdy01,-1,2024.0,2024.0
torkelson,spencer,679529,torks001,torkesp01,27465,2022.0,2024.0
bregman,alex,608324,brega001,bregmal01,17678,2016.0,2024.0
bemboom,anthony,621532,bemba001,bemboan01,13854,2019.0,2023.0
urías,ramón,602104,uriar001,uriasra01,18795,2020.0,2024.0
nuñez,nasim,683083,nunen001,nunezna01,25979,2024.0,2024.0
martin,austin,668885,marta007,martiau01,27462,2024.0,2024.0
bichette,bo,666182,bichb001,bichebo01,19612,2019.0,2024.0
matijevic,j. j.,656695,matij001,matijjj01,20165,2022.0,2022.0
alfaro,jorge,595751,alfaj002,alfarjo01,12180,2016.0,2023.0
wendzel,davis,673995,wendd001,wendzda01,-1,2024.0,2024.0
kim,ha-seong,673490,kim-h002,kimha01,27506,2021.0,2024.0
ruf,darin,573131,ruf-d001,rufda01,9929,2012.0,2023.0
ruiz,esteury,665923,ruize001,ruizes01,21780,2022.0,2024.0
tena,josé,677588,tenaj001,tenajo01,23691,2023.0,2024.0
dickerson,alex,543105,dicka001,dickeal01,12649,2015.0,2022.0
sánchez,jesús,660821,sancj003,sanchje02,19913,2020.0,2024.0
beer,seth,666179,beers001,beerse01,20493,2021.0,2022.0
call,alex,669743,calla002,callal02,19296,2022.0,2024.0
clemens,kody,665019,clemk001,clemeko01,20572,2022.0,2024.0
ford,mike,645801,fordm002,fordmi01,15585,2019.0,2024.0
mejía,francisco,642336,mejif001,mejiafr01,16403,2017.0,2023.0
leblanc,charles,641779,leblc001,leblach01,19813,2022.0,2024.0
chirinos,robinson,455139,chirr001,chiriro01,3142,2011.0,2022.0
piscotty,stephen,572039,piscs001,piscost01,13367,2015.0,2022.0
scott,victor,687363,scotv001,scottvi01,31349,2024.0,2024.0
flores,wilmer,527038,florw001,florewi01,5827,2013.0,2024.0
villar,jonathan,542340,villj001,villajo01,10071,2013.0,2022.0
de la cruz,elly,682829,delae003,delacel01,26668,2023.0,2024.0
allen,greg,656185,alleg002,allengr01,16623,2017.0,2023.0
brosseau,mike,670712,brosm001,brossmi01,19683,2019.0,2023.0
mackinnon,david,676950,mackd001,mackida01,19625,2022.0,2022.0
altuve,josé,514888,altuj001,altuvjo01,5417,2011.0,2024.0
blanco,dairon,680118,bland001,blancda02,19779,2022.0,2024.0
gallagher,cam,595956,gallc001,gallaca01,12981,2017.0,2023.0
berti,jon,542932,bertj001,bertijo01,12037,2018.0,2024.0
alvarez,armando,669137,alvaa002,alvarar01,-1,2024.0,2024.0
chisholm,jazz,665862,chisj001,chishja01,20454,2020.0,2024.0
kaiser,connor,663731,kaisc001,kaiseco01,21535,2023.0,2023.0
zimmer,bradley,605548,zimmb001,zimmebr01,16221,2017.0,2022.0
trout,mike,545361,troum001,troutmi01,10155,2011.0,2024.0
piña,manny,444489,pinam001,pinama01,2829,2011.0,2023.0
mccutchen,andrew,457705,mccua001,mccutan01,9847,2009.0,2024.0
betts,mookie,605141,bettm001,bettsmo01,13611,2014.0,2024.0
dunn,oliver,686554,dunno001,dunnol01,26295,2024.0,2024.0
westbrook,jamie,642197,westj003,westbja02,-1,2024.0,2024.0
león,pedro,694175,leonp001,leonpe01,-1,2024.0,2024.0
hernández,yadiel,628450,herny002,hernaya01,19334,2020.0,2022.0
chapman,matt,656305,chapm001,chapmma01,16505,2017.0,2024.0
allen,nick,669397,allen002,allenni02,22277,2022.0,2024.0
wagner,will,695238,wagnw001,wagnewi01,-1,2024.0,2024.0
duran,ezequiel,677649,durae002,duranez01,23733,2022.0,2024.0
harrison,josh,543281,harrj002,harrijo05,8202,2011.0,2023.0
fitzgerald,tyler,666149,fitzt001,fitzgty01,26208,2023.0,2024.0
fraley,jake,641584,fralj001,fraleja01,19260,2019.0,2024.0
bolt,skye,621450,bolts001,boltsk01,17723,2019.0,2022.0
nimmo,brandon,607043,nimmb001,nimmobr01,12927,2016.0,2024.0
mathias,mark,664029,mathm002,mathima01,18032,2020.0,2023.0
pasquantino,vinnie,686469,pasqv001,pasquvi01,27676,2022.0,2024.0
beck,jordan,687597,beckj003,beckjo01,-1,2024.0,2024.0
haase,eric,606992,haase001,haaseer01,14111,2018.0,2024.0
profar,jurickson,595777,profj001,profaju01,10815,2012.0,2024.0
noda,ryan,676116,nodar001,nodary01,23312,2023.0,2024.0
dickerson,corey,572816,dickc002,dickeco01,10762,2013.0,2023.0
estrada,thairo,642731,estrt001,estrath01,16426,2019.0,2024.0
araúz,jonathan,660620,arauj001,arauzjo01,20275,2020.0,2023.0
vierling,matt,663837,vierm001,vierlma01,21558,2021.0,2024.0
sánchez,ali,645305,sanca009,sanchal04,18551,2020.0,2024.0
marte,noelvi,682622,martn004,marteno01,26517,2023.0,2024.0
schneemann,daniel,682177,schnd002,schneda04,-1,2024.0,2024.0
hoskins,rhys,656555,hoskr001,hoskirh01,16472,2017.0,2024.0
casas,triston,671213,casat001,casastr01,22514,2022.0,2024.0
hilliard,sam,656541,hills005,hillisa01,17954,2019.0,2024.0
trevino,jose,624431,trevj001,trevijo01,16725,2018.0,2024.0
stowers,kyle,669065,stowk001,stoweky01,26151,2022.0,2024.0
turner,justin,457759,turnj001,turneju01,5235,2009.0,2024.0
newman,kevin,621028,newmk001,newmake01,17696,2018.0,2024.0
hager,jake,606993,hagej001,hagerja01,12198,2021.0,2022.0
carroll,corbin,682998,carrc005,carroco02,25878,2022.0,2024.0
garrett,stone,656448,garrs003,garrest01,19273,2022.0,2024.0
kiermaier,kevin,595281,kierk001,kiermke01,11038,2013.0,2024.0
barnhart,tucker,571466,barnt001,barnhtu01,10200,2014.0,2024.0
franco,wander,677551,franw002,francwa01,23667,2021.0,2023.0
donovan,brendan,680977,donob001,donovbr01,24679,2022.0,2024.0
cruz,nelson,443558,cruzn002,cruzne02,2434,2005.0,2023.0
lavastida,bryan,681526,lavab001,lavasbr01,24765,2022.0,2022.0
meckler,wade,685133,meckw001,mecklwa01,31490,2023.0,2023.0
