,name_last,name_first,key_mlbam,key_retro,key_bbref,key_fangraphs,mlb_played_first,mlb_played_last
8379,Smith,Josh,669701,smitj007,smithjo11,26396,2022.0,2024.0
8380,Fletcher,Dominic,666150,fletd003,fletcdo01,26149,2023.0,2024.0
8384,Miller,Bryce,682243,millb004,millebr04,29837,2023.0,2024.0
8400,Goudeau,Ashton,623485,gouda001,goudeas01,15139,2020.0,2022.0
8438,Warren,Austin,681810,warra003,warreau01,24937,2021.0,2024.0
8463,Rodón,Carlos,607074,rodoc001,rodonca01,16137,2015.0,2024.0
8493,Reyes,Pablo,622569,reyep001,reyespa01,16357,2018.0,2024.0
8503,Palacios,Jermaine,650339,palaj002,palacje01,18371,2022.0,2022.0
8504,Moran,Colin,592567,morac001,moranco01,16909,2016.0,2022.0
8516,Bednar,David,670280,bednd001,bednada01,19569,2019.0,2024.0
8522,O'Brien,Riley,676617,obrir001,obrieri01,20348,2021.0,2024.0
8526,Kennedy,Buddy,671083,kennb002,kennebu01,22505,2022.0,2024.0
8528,DeLuca,Jonny,676356,deluj001,delucjo01,26365,2023.0,2024.0
8555,Hernández,César,514917,hernc005,hernace02,10556,2013.0,2022.0
8559,Abreu,Albert,656061,abrea001,abreual01,17485,2020.0,2023.0
8561,Abbott,Andrew,671096,abboa001,abbotan01,29911,2023.0,2024.0
8566,Castillo,Luis,622379,castl004,castilu03,20638,2022.0,2022.0
8569,Holloway,Jordan,656548,hollj002,hollojo01,20631,2020.0,2022.0
8570,Mendick,Danny,664901,mendd002,mendida01,18889,2019.0,2024.0
8591,France,Ty,664034,frant002,francty01,17982,2019.0,2024.0
8602,Santillan,Tony,663574,santt001,santito01,19926,2021.0,2024.0
8607,Smith,Dominic,642086,smitd008,smithdo02,15653,2017.0,2024.0
8680,Finnegan,Kyle,640448,finnk001,finneky01,15009,2020.0,2024.0
8730,DeLuzio,Ben,641512,delub001,deluzbe01,19644,2022.0,2022.0
8740,Gillaspie,Logan,670810,gilll001,gillalo01,22461,2022.0,2024.0
8741,Plesac,Zach,668676,plesz001,plesaza01,19979,2019.0,2024.0
8747,Engel,Adam,641553,engea001,engelad01,15082,2017.0,2023.0
8775,Beaty,Matt,607461,beatm001,beatyma01,17710,2019.0,2023.0
8789,Lagares,Juan,501571,lagaj001,lagarju01,5384,2013.0,2022.0
8794,Crook,Narciso,643271,croon001,crookna01,17473,2022.0,2022.0
8803,Bristo,Braden,668754,brisb001,bristbr01,20494,2023.0,2023.0
8806,Raley,Luke,670042,ralel001,raleylu01,19354,2021.0,2024.0
8807,Gott,Trevor,641627,gottt001,gotttr01,15046,2015.0,2023.0
8815,Iglesias,Raisel,628452,igler001,iglesra01,17130,2015.0,2024.0
8865,Allen,Logan,671106,allel003,allenlo02,27589,2023.0,2024.0
8890,Grichuk,Randal,545341,gricr001,grichra01,10243,2014.0,2024.0
8904,Sanchez,Aaron,592717,sanca006,sanchaa01,11490,2014.0,2022.0
8914,Toglia,Michael,669911,toglm001,toglimi01,25845,2022.0,2024.0
8921,Carpenter,Matt,572761,carpm002,carpema01,8090,2011.0,2024.0
8935,Cishek,Steve,518553,cishs001,cishest01,6483,2010.0,2022.0
8943,Parker,Mitchell,680730,parkm001,parkemi01,-1,2024.0,2024.0
8952,Anderson,Tyler,542881,andet002,anderty01,12880,2016.0,2024.0
8955,Almora,Albert,546991,almoa002,almoral01,14109,2016.0,2022.0
8969,Rogers,Josh,642028,rogej003,rogerjo01,18510,2018.0,2024.0
9006,Uribe,Abner,682842,uriba001,uribeab01,25327,2023.0,2024.0
9010,Pint,Riley,666207,pintr004,pintri01,21858,2023.0,2024.0
9011,Fermin,Freddy,666023,fermf002,fermifr01,21840,2022.0,2024.0
9048,Chargois,J. T.,608638,charj001,chargjt01,13767,2016.0,2024.0
9049,Monasterio,Andruw,655316,monaa001,monasan01,19455,2023.0,2024.0
9055,Gasper,Mickey,681508,gaspm001,gaspemi01,-1,2024.0,2024.0
9073,Brebbia,John,605154,brebj001,brebbjo01,12777,2017.0,2024.0
9104,Reynolds,Matt,608703,reynm003,reynoma03,13788,2016.0,2023.0
9130,Stratton,Hunter,676702,strah001,strathu01,23455,2023.0,2024.0
9132,Lopez,Jacob,682052,lopej007,lopezja04,25098,2023.0,2024.0
9138,Sauer,Matt,669422,sauem001,sauerma01,22284,2024.0,2024.0
9151,Wrobleski,Justin,680736,wrobj001,wroblju01,-1,2024.0,2024.0
9153,Guillorme,Luis,641645,guill001,guilllu01,16451,2018.0,2024.0
9157,Clement,Ernie,676391,cleme002,clemeer01,20352,2021.0,2024.0
9169,Reed,Jake,596082,reedj005,reedja02,16209,2021.0,2023.0
9198,Szapucki,Thomas,663378,szapt001,szaputh01,21065,2021.0,2022.0
9201,Helsley,Ryan,664854,helsr001,helslry01,18138,2019.0,2024.0
9224,Reyes,Denyi,660593,reyed002,reyesde02,20526,2022.0,2023.0
9229,Lowder,Rhett,695076,lowdr001,lowderh01,-1,2024.0,2024.0
9234,Brentz,Jake,641394,brenj001,brentja01,17783,2021.0,2022.0
9237,Adams,Riley,656180,adamr004,adamsri03,19864,2021.0,2024.0
9247,De Los Santos,Enyel,660853,deloe001,delosen01,18403,2018.0,2024.0
9255,Daza,Yonathan,602074,dazay001,dazayo01,15794,2019.0,2023.0
9267,Nardi,Andrew,677053,narda001,nardian01,25942,2022.0,2024.0
9281,Grissom,Vaughn,687093,grisv001,grissva01,26031,2022.0,2024.0
9289,Covey,Dylan,592229,coved001,coveydy01,14825,2017.0,2023.0
9302,Wicks,Jordan,696136,wickj001,wicksjo01,30094,2023.0,2024.0
9306,Harris,Hogan,663687,harrh002,harriho03,21520,2023.0,2024.0
9311,Graceffo,Gordon,700669,gracg001,gracego01,-1,2024.0,2024.0
9312,Elías,Roenis,606273,eliar001,eliasro01,12673,2014.0,2022.0
9344,Chirinos,Yonny,630023,chiry001,chiriyo01,16401,2018.0,2024.0
9346,Gorman,Nolan,669357,gormn001,gormano01,22263,2022.0,2024.0
9377,McCaughan,Darren,670766,mccad002,mccauda01,20038,2021.0,2024.0
9388,Corbin,Patrick,571578,corbp001,corbipa01,9323,2012.0,2024.0
9400,Baker,Bryan,641329,bakeb001,bakerbr01,19804,2021.0,2024.0
9406,Yoshida,Masataka,807799,yoshm002,yoshima02,31837,2023.0,2024.0
9407,Mederos,Victor,682989,medev001,medervi01,31533,2023.0,2024.0
9428,Hernández,Enrique,571771,herne001,hernaen02,10472,2014.0,2024.0
9440,Bloss,Jake,814005,blosj001,blossja01,33168,2024.0,2024.0
9454,Castellanos,Humberto,528748,casth002,castehu01,21183,2020.0,2024.0
9475,Suzuki,Seiya,673548,suzus001,suzukse01,30116,2022.0,2024.0
9486,Voth,Austin,608723,votha001,vothau01,15047,2018.0,2024.0
9487,Colomé,Alex,517008,coloa001,colomal01,6661,2013.0,2023.0
9491,Oller,Adam,670124,ollea001,ollerad01,20132,2022.0,2024.0
9497,Doyle,Tommy,656382,doylt001,doyleto01,21281,2020.0,2023.0
9511,Cooper,Garrett,643265,coopg002,coopega03,15279,2017.0,2024.0
9514,Rogers,Taylor,573124,roget001,rogerta01,13449,2016.0,2024.0
9538,Darvish,Yu,506433,darvy001,darviyu01,13074,2012.0,2024.0
9546,Pérez,Michael,605421,perem005,perezmi03,12977,2018.0,2023.0
9590,González,Oscar,660757,gonzo001,gonzaos01,20970,2022.0,2023.0
9625,Kay,Anthony,641743,kay-a001,kayan01,20387,2019.0,2023.0
9629,Alexander,CJ,680769,alexc001,alexacj01,-1,2024.0,2024.0
9637,Barlow,Joe,669618,barlj001,barlojo01,22296,2021.0,2023.0
9658,Civale,Aaron,650644,civaa001,civalaa01,19479,2019.0,2024.0
9666,Encarnacion,Jerar,666464,encaj002,encarje01,21871,2022.0,2024.0
9673,Paddack,Chris,663978,paddc001,paddach01,20099,2019.0,2024.0
9695,Brito,Jhony,666745,britj003,britojh01,25386,2023.0,2024.0
9718,Doyle,Brenton,686668,doylb001,doylebr02,25479,2023.0,2024.0
9723,Stephenson,Robert,596112,stepr002,stephro01,13594,2016.0,2023.0
9725,McFarland,T. J.,519008,mcfat001,mcfartj01,3237,2013.0,2024.0
9757,Kavadas,Niko,694359,kavan001,kavadni01,-1,2024.0,2024.0
9833,Kaprielian,James,621076,kaprj001,kaprija01,18331,2020.0,2023.0
9847,Heaney,Andrew,571760,heana001,heanean01,15423,2014.0,2024.0
9851,Haseley,Adam,656514,hasea001,haselad01,19878,2019.0,2023.0
9859,Lyles,Jordan,543475,lylej001,lylesjo01,7593,2011.0,2024.0
9860,Walston,Blake,686796,walsb001,walstbl01,-1,2024.0,2024.0
9862,Taylor,Blake,642130,taylb004,taylobl01,16418,2020.0,2022.0
9871,González,Chi Chi,592346,gonzc002,gonzach01,14663,2015.0,2023.0
9873,Moreta,Dauri,664294,mored002,moretda01,21101,2021.0,2023.0
9874,Walter,Brandon,687888,waltb002,waltebr01,26056,2023.0,2023.0
9893,Nola,Aaron,605400,nolaa001,nolaaa01,16149,2015.0,2024.0
9975,Jordan,Levi,682119,jordl001,jordale01,-1,2024.0,2024.0
9976,Patiño,Luis,672715,patil001,patinlu01,22815,2020.0,2023.0
9988,Holland,Greg,518813,hollg001,hollagr01,7196,2010.0,2022.0
10006,Sulser,Beau,676641,sulsb001,sulsebe01,23420,2022.0,2022.0
10059,Teodosio,Bryce,669326,teodb001,teodobr01,-1,2024.0,2024.0
10064,López,Jack,605346,lopej005,lopezja03,13663,2021.0,2024.0
10081,Herget,Jimmy,623474,hergj001,hergeji01,17556,2019.0,2024.0
10112,Slaten,Justin,686580,slatj002,slateju01,25648,2024.0,2024.0
10121,Díaz,Yandy,650490,diazy001,diazya01,16578,2017.0,2024.0
10138,Rivas,Alfonso,663845,rivaa001,rivasal01,21560,2021.0,2023.0
10141,Peacock,Matt,676840,peacm001,peacoma01,20339,2021.0,2022.0
10149,Scherzer,Max,453286,schem001,scherma01,3137,2008.0,2024.0
10181,Moore,Dylan,664238,moord002,mooredy01,18042,2019.0,2024.0
10184,Abrams,CJ,682928,abrac001,abramcj01,25768,2022.0,2024.0
10196,Wainwright,Adam,425794,waina001,wainwad01,2233,2005.0,2023.0
10197,Henriquez,Edgardo,683618,henre001,henried01,-1,2024.0,2024.0
10222,Muncy,Max,571970,muncm001,muncyma01,13301,2015.0,2024.0
10227,Lee,Khalil,666137,lee-k001,leekh01,19952,2021.0,2022.0
10231,Williams,Gavin,668909,willg004,williga01,30122,2023.0,2024.0
10237,Elder,Bryce,693821,eldeb001,elderbr01,27779,2022.0,2024.0
10242,Murphy,Patrick,641907,murpp001,murphpa02,19712,2020.0,2022.0
10246,Lovelady,Richard,663992,lover001,lovelri01,19337,2019.0,2024.0
10255,Rooker,Brent,667670,rookb001,rookebr01,19627,2020.0,2024.0
10257,Thompson,Zack,668868,thomz002,thompza02,25918,2022.0,2024.0
10266,Pérez,Eury,691587,peree004,perezeu02,27768,2023.0,2023.0
10284,Martinez,Justin,679885,martj011,martiju01,24453,2023.0,2024.0
10304,Santana,Carlos,467793,santc002,santaca01,2396,2010.0,2024.0
10319,Penrod,Zach,683068,penrz001,penroza01,-1,2024.0,2024.0
10320,Leone,Dominic,608678,leond003,leonedo01,13763,2014.0,2024.0
10323,Nolin,Sean,543594,nolis001,nolinse01,11341,2013.0,2023.0
10330,Wynns,Austin,642851,wynna001,wynnsau01,15271,2018.0,2024.0
10344,Grimm,Justin,518748,grimj002,grimmju01,11720,2012.0,2022.0
10357,McMahon,Ryan,641857,mcmar001,mcmahry01,15112,2017.0,2024.0
10371,Valdez,César,491624,valdc003,valdece01,9013,2010.0,2022.0
10372,Bliss,Ryan,669208,blisr001,blissry01,-1,2024.0,2024.0
10385,Payton,Mark,592622,paytm001,paytoma01,16042,2020.0,2022.0
10391,Millas,Drew,686452,milld003,milladr01,25643,2023.0,2024.0
10393,Ureña,José,570632,urenj001,urenajo01,11589,2015.0,2024.0
10409,Stashak,Cody,664054,stasc001,stashco01,18088,2019.0,2022.0
10440,Bracho,Silvino,611093,bracs001,brachsi01,15051,2015.0,2023.0
10451,Thomas,Alek,677950,thoma004,thomaal01,23792,2022.0,2024.0
10454,Choi,Ji Man,596847,choij001,choiji01,5452,2016.0,2023.0
10462,Wendle,Joey,621563,wendj002,wendljo01,13853,2016.0,2024.0
10470,Knehr,Reiss,663753,knehr001,knehrre01,21541,2021.0,2023.0
10491,Duffey,Tyler,608648,dufft001,duffety01,13758,2015.0,2024.0
10494,Phillips,Brett,621433,philb002,phillbr02,14735,2017.0,2023.0
10496,Miller,Shelby,571946,mills001,millesh01,10197,2012.0,2024.0
10500,Cotton,Jharel,605194,cottj001,cottojh01,13654,2016.0,2022.0
10503,Gordon,Tanner,685299,gordt002,gordota01,-1,2024.0,2024.0
10513,Sierra,Magneuris,642423,sierm002,sierrma01,17023,2017.0,2022.0
10522,Jackson,Luke,592426,jackl001,jackslu01,11752,2015.0,2024.0
10530,Blalock,Bradley,687134,blalb001,blalobr01,-1,2024.0,2024.0
10543,Kemp,Tony,643393,kempt001,kempto01,14894,2016.0,2024.0
10574,Garrett,Reed,657585,garrr001,garrere01,16866,2019.0,2024.0
10585,Vogt,Stephen,519390,vogts001,vogtst01,5000,2012.0,2022.0
10601,Claudio,Alex,592222,claua001,claudal01,12890,2014.0,2023.0
10604,Perdomo,Luis,606131,perdl002,perdolu02,14682,2016.0,2022.0
10607,Hembree,Heath,592390,hembh001,hembrhe01,11632,2013.0,2023.0
10618,Feliz,Michael,593140,felim001,felizmi01,11903,2015.0,2022.0
10619,Boyle,Joe,671212,boylj001,boylejo01,29608,2023.0,2024.0
10623,Johnson,Seth,686751,johns003,johnsse01,-1,2024.0,2024.0
10626,Pinder,Chad,640461,pindc001,pindech01,15191,2016.0,2022.0
10629,Straw,Myles,664702,stram002,strawmy01,17620,2018.0,2024.0
10633,Menez,Conner,669214,menec001,menezco01,19199,2019.0,2022.0
10634,Wisely,Brett,689172,wiseb001,wiselbr01,27735,2023.0,2024.0
10656,Souza,Steven,519306,souzs001,souzast01,5667,2014.0,2022.0
10660,Knack,Landon,689017,knacl001,knackla01,-1,2024.0,2024.0
10664,Seabold,Connor,657756,seabc001,seaboco01,19695,2021.0,2023.0
10666,Romo,Drew,691011,romod001,romodr01,-1,2024.0,2024.0
10667,Rosario,Eddie,592696,rosae001,rosared01,12155,2015.0,2024.0
10671,Urshela,Gio,570482,urshg001,urshegi01,10681,2015.0,2024.0
10689,Lopes,Christian,547173,lopec001,lopesch01,13472,2022.0,2022.0
10693,White,Brendan,686839,whitb002,whitebr01,26024,2023.0,2023.0
10695,Álvarez,Yordan,670541,alvay001,alvaryo01,19556,2019.0,2024.0
10701,Ginn,J. T.,669372,ginnj001,ginnjt01,-1,2024.0,2024.0
10721,Thornburg,Tyler,592804,thort001,thornty01,10688,2012.0,2022.0
10729,Justice,Evan,687145,juste001,justiev01,30008,2023.0,2024.0
10742,Goldschmidt,Paul,502671,goldp001,goldspa01,9218,2011.0,2024.0
10745,Reynolds,Bryan,668804,reynb001,reynobr01,19326,2019.0,2024.0
10749,Proctor,Ford,665154,procf001,proctfo01,21634,2022.0,2022.0
10771,Schanuel,Nolan,694384,schan001,schanno01,33189,2023.0,2024.0
10794,Chavis,Michael,656308,chavm001,chavimi01,17321,2019.0,2023.0
10800,Legumina,Casey,668984,leguc001,legumca01,25921,2023.0,2024.0
10808,Schunk,Aaron,668845,schua002,schunaa01,-1,2024.0,2024.0
10832,Stephenson,Tyler,663886,stept001,stephty01,17988,2020.0,2024.0
10861,Contreras,Luis,664351,contl001,contrlu01,-1,2024.0,2024.0
10876,Garcia,Bryan,650530,garcb001,garcibr01,19457,2019.0,2022.0
10882,Weaver,Luke,596133,weavl001,weavelu01,16918,2016.0,2024.0
10883,Machado,Andrés,600921,macha003,machaan02,14681,2017.0,2023.0
10886,Lux,Gavin,666158,lux-g001,luxga01,19955,2019.0,2024.0
10889,Smith,Joe,501925,smitj002,smithjo05,3281,2007.0,2022.0
10894,Diaz,Yainer,673237,diazy004,diazya02,23003,2022.0,2024.0
10902,Bello,Brayan,678394,bellb002,bellobr01,23920,2022.0,2024.0
10905,Morán,Jovani,663558,moraj003,moranjo01,20422,2021.0,2023.0
10908,Peña,Jeremy,665161,penaj004,penaje02,21636,2022.0,2024.0
10914,Mercado,Óscar,640458,merco003,mercaos01,16375,2019.0,2023.0
10915,Carter,Evan,694497,carte001,carteev01,27790,2023.0,2024.0
10919,Mervis,Matt,670223,mervm001,mervima01,27845,2023.0,2024.0
10926,Katoh,Gosuke,641741,katog001,katohgo01,15697,2022.0,2022.0
10934,Rainey,Tanner,663432,raint003,raineta01,17610,2018.0,2024.0
10935,Aquino,Aristides,606157,aquia001,aquinar01,15482,2018.0,2022.0
10942,Varland,Gus,681402,varlg001,varlagu01,24737,2023.0,2024.0
10945,Peralta,Luis,678821,peral001,perallu01,-1,2024.0,2024.0
10950,Wade,Tyler,642180,wadet002,wadety01,15730,2017.0,2024.0
11027,Ríos,Edwin,621458,riose001,riosed01,18316,2019.0,2024.0
11035,Pham,Tommy,502054,phamt001,phamth01,2967,2014.0,2024.0
11044,Heyward,Jason,518792,heywj001,heywaja01,4940,2010.0,2024.0
11059,Faucher,Calvin,676534,faucc001,fauchca01,20116,2022.0,2024.0
11075,Espino,Paolo,502179,espip001,espinpa01,8246,2017.0,2024.0
11081,Smith,Caleb,592761,smitc006,smithca03,14875,2017.0,2022.0
11098,Howard,Sam,607572,howas002,howarsa01,16265,2018.0,2022.0
11108,Myers,Dane,667472,myerd001,myersda01,22054,2023.0,2024.0
11117,Hamilton,Caleb,643348,hamic001,hamilca01,19842,2022.0,2023.0
11121,Cantillo,Joey,676282,cantj002,cantijo01,-1,2024.0,2024.0
11127,Smith,Pavin,656976,smitp002,smithpa04,19892,2020.0,2024.0
11141,Hamilton,Billy,571740,hamib001,hamilbi02,10199,2013.0,2023.0
11146,Dahl,David,621311,dahld001,dahlda01,13744,2016.0,2024.0
11154,Glasnow,Tyler,607192,glast001,glasnty01,14374,2016.0,2024.0
11161,Lawrence,Casey,596271,lawrc001,lawreca01,11121,2017.0,2023.0
11178,Kerr,Ray,678061,kerrr001,kerrra01,23809,2022.0,2024.0
11189,Marinaccio,Ron,676760,marir001,marinro01,23488,2022.0,2024.0
11207,Sousa,Bennett,656986,sousb001,sousabe01,21345,2022.0,2023.0
11213,Culberson,Charlie,518586,culbc001,culbech01,3298,2012.0,2023.0
11233,Meyers,Jake,676694,meyej002,meyerja02,20308,2021.0,2024.0
11239,Park,Hoy,660829,parkh001,parkho01,18027,2021.0,2022.0
11249,Strange-Gordon,Dee,543829,gordd002,gordode01,8203,2011.0,2022.0
11259,Locklear,Tyler,682988,lockt001,locklty01,-1,2024.0,2024.0
11267,Yepez,Juan,660766,yepej001,yepezju01,18400,2022.0,2024.0
11270,Alvarez,Nacho,805373,alvan001,alvarna01,31765,2024.0,2024.0
11275,Pérez,Wenceel,672761,perew002,perezwe01,-1,2024.0,2024.0
11279,Rojas,José,670351,rojaj002,rojasjo02,19331,2021.0,2022.0
11317,García,Maikel,672580,garcm003,garcima01,22715,2022.0,2024.0
11322,Domínguez,Seranthony,622554,domis001,dominse01,19249,2018.0,2024.0
11342,Wells,Alex,649144,wella001,wellsal01,19845,2021.0,2022.0
11344,Peralta,Freddy,642547,peraf001,peralfr01,18679,2018.0,2024.0
11351,García,Rony,665621,garcr007,garciro03,20430,2020.0,2022.0
11357,Garcia,Rico,670329,garcr006,garciri01,20023,2019.0,2023.0
11369,Ferrer,Jose,678606,ferrj002,ferrejo01,24017,2023.0,2024.0
11401,Hoeing,Bryan,663773,hoeib001,hoeinbr01,26304,2022.0,2024.0
11430,Morgan,Eli,669212,morge001,morgael01,20203,2021.0,2024.0
11440,Pratto,Nick,668472,pratn001,prattni01,22117,2022.0,2024.0
11446,Sewald,Paul,623149,sewap001,sewalpa01,13892,2017.0,2024.0
11452,Berroa,Prelander,672860,berrp001,berropr01,22932,2023.0,2024.0
11483,Martínez,Angel,682657,marta008,martian02,-1,2024.0,2024.0
11499,Álvarez,Francisco,682626,alvaf001,alvarfr01,26121,2022.0,2024.0
11505,Pepiot,Ryan,686752,pepir001,pepiory01,26221,2022.0,2024.0
11508,Ashby,Aaron,676879,ashba003,ashbyaa01,23550,2021.0,2024.0
11535,Lambert,Peter,663567,lambp001,lambepe01,17969,2019.0,2024.0
11547,Snell,Blake,605483,snelb001,snellbl01,13543,2016.0,2024.0
11575,Seager,Corey,608369,seagc001,seageco01,13624,2015.0,2024.0
11601,Reetz,Jakson,656883,reetj001,reetzja01,17837,2021.0,2024.0
11620,Cisnero,José,542585,cisnj001,cisnejo01,6399,2013.0,2024.0
11630,Thompson,Ryan,657044,thomr007,thompry02,16647,2020.0,2024.0
11688,McGuire,Reese,624512,mcgur002,mcguire01,15674,2018.0,2024.0
11690,Bass,Anthony,542914,bassa001,bassan01,7982,2011.0,2023.0
11691,Feliciano,Mario,666128,felim002,felicma01,20263,2021.0,2022.0
11692,Varsho,Daulton,662139,varsd001,varshda01,19918,2020.0,2024.0
11725,Vanasco,Ricky,676568,vanar001,vanasri01,-1,2024.0,2024.0
11755,Wilson,Bryse,669060,wilsb003,wilsobr02,19990,2018.0,2024.0
11762,Guerra,Javy,642770,guerj004,guerrja02,17292,2018.0,2023.0
11765,Kerkering,Orion,689147,kerko001,kerkeor01,31776,2023.0,2024.0
11771,Veneziano,Anthony,685107,venea001,venezan01,27453,2023.0,2024.0
11780,Brubaker,JT,664141,brubj001,brubajt01,17578,2020.0,2022.0
11791,Francis,Bowden,670102,franb002,francbo01,20548,2022.0,2024.0
11826,Hays,Austin,669720,haysa001,haysau01,19363,2017.0,2024.0
11858,Rutherford,Blake,666164,ruthb001,ruthebl01,19957,2023.0,2023.0
11870,Chang,Yu,644374,chany001,changyu01,14773,2019.0,2023.0
11892,Bard,Daniel,453268,bardd001,bardda01,7115,2009.0,2023.0
11899,O'Neill,Tyler,641933,oneit001,oneilty01,15711,2018.0,2024.0
11902,Yelich,Christian,592885,yelic001,yelicch01,11477,2013.0,2024.0
11952,Marlowe,Cade,687799,marlc001,marloca01,25505,2023.0,2024.0
11972,La Sorsa,Joe,686747,lasoj001,lasorjo01,25481,2023.0,2024.0
11985,Perez,Joe,669309,perej003,perezjo02,22254,2022.0,2022.0
11986,Herrera,José,645444,herrj003,herrejo04,17040,2022.0,2024.0
11988,Little,Luke,681432,littl001,littllu01,28036,2023.0,2024.0
11996,Detmers,Reid,672282,detmr001,detmere01,27468,2021.0,2024.0
12018,Fairbanks,Pete,664126,fairp001,fairbpe01,17998,2019.0,2024.0
12052,Castro,Willi,650489,castw003,castrwi01,17338,2019.0,2024.0
12059,Tepera,Ryan,572193,teper001,teperry01,10291,2015.0,2023.0
12103,Joyce,Ben,690829,joycb001,joycebe01,31461,2023.0,2024.0
12119,Rortvedt,Ben,666163,rortb001,rortvbe01,20287,2021.0,2024.0
12136,Herrin,Tim,682120,herrt002,herriti01,25139,2023.0,2024.0
12176,Bachar,Lake,669199,bachl001,bachala01,-1,2024.0,2024.0
12177,Cimber,Adam,643256,cimba001,cimbead01,15288,2018.0,2024.0
12178,Borucki,Ryan,621366,borur001,borucry01,16350,2018.0,2024.0
12197,Eflin,Zach,621107,efliz001,eflinza01,13774,2016.0,2024.0
12216,González,Marwin,503556,gonzm002,gonzama01,5497,2012.0,2022.0
12258,Grossman,Robbie,543257,grosr001,grossro01,5254,2013.0,2024.0
12275,Norris,Daniel,596057,norrd002,norrida01,13475,2014.0,2023.0
12280,de Geus,Brett,676969,degeb001,degeubr01,23592,2021.0,2024.0
12283,Sands,Cole,663485,sandc001,sandsco01,21461,2022.0,2024.0
12293,Weems,Jordan,607179,weemj001,weemsjo01,13190,2020.0,2024.0
12319,O'Hearn,Ryan,656811,ohear001,ohearry01,16442,2018.0,2024.0
12324,Nogosek,Stephen,668665,nogos001,nogosst01,19545,2019.0,2023.0
12369,Means,John,607644,meanj001,meansjo01,16269,2018.0,2024.0
12374,Walsh,Jake,673904,walsj002,walshja02,20227,2022.0,2022.0
12376,Crawford,J. P.,641487,crawj002,crawfjp01,15491,2017.0,2024.0
12379,Garneau,Dustin,572863,garnd001,garnedu01,9433,2015.0,2022.0
12394,Turner,Trea,607208,turnt001,turnetr01,16252,2015.0,2024.0
12439,Llovera,Mauricio,661440,llovm001,llovema01,20080,2020.0,2023.0
12469,Feltner,Ryan,663372,feltr001,feltnry01,21446,2021.0,2024.0
12498,Basabe,Osleivis,678545,basao001,basabos01,23985,2023.0,2023.0
12502,Schuemann,Max,680474,schum002,schuema01,-1,2024.0,2024.0
12518,Urías,Julio,628711,uriaj001,uriasju01,14765,2016.0,2023.0
12530,Javier,Cristian,664299,javic001,javiecr01,17606,2020.0,2024.0
12547,Graveman,Kendall,608665,gravk001,graveke01,15514,2014.0,2023.0
12589,Walker,Christian,572233,walkc002,walkech02,13419,2014.0,2024.0
12614,Reynolds,Sean,669308,reyns002,reynose01,-1,2024.0,2024.0
12616,Verdugo,Alex,657077,verda001,verdual01,17027,2017.0,2024.0
12649,Mantiply,Joe,573009,mantj002,mantijo01,14857,2016.0,2024.0
12650,Duron,Nick,663975,duron001,duronni01,21092,2022.0,2022.0
12665,Pennington,Walter,679156,pennw002,penniwa01,-1,2024.0,2024.0
12671,Dawson,Ronnie,669008,dawsr001,dawsoro01,19710,2021.0,2022.0
12685,Wilson,Weston,642215,wilsw002,wilsowe01,19358,2023.0,2024.0
12688,Hanifee,Brenan,669724,hanib001,hanifbr01,22304,2023.0,2024.0
12704,Maggi,Drew,543482,maggd001,maggidr01,11381,2023.0,2023.0
12723,Stratton,Chris,608717,strac001,stratch01,13761,2016.0,2024.0
12726,Pereira,Everson,677592,peree005,pereiev01,23695,2023.0,2023.0
12751,Higgins,P. J.,664731,higgp001,higgipj01,18433,2021.0,2022.0
12756,Rendon,Anthony,543685,renda001,rendoan01,12861,2013.0,2024.0
12767,Martin,Richie,621006,martr006,martiri01,17736,2019.0,2022.0
12802,Winn,Cole,668390,winnc001,winnco01,-1,2024.0,2024.0
12832,Taylor,Michael,572191,taylm002,taylomi02,11489,2014.0,2024.0
12846,Brigham,Jeff,656257,brigj002,brighje01,16631,2018.0,2023.0
12868,Bummer,Aaron,607481,bumma001,bummeaa01,16258,2017.0,2024.0
12880,Soriano,José,667755,sorij002,soriajo02,22100,2023.0,2024.0
12887,Mateo,Jorge,622761,matej003,mateojo01,17273,2020.0,2024.0
12907,Astudillo,Willians,553902,astuw001,astudwi01,15608,2018.0,2022.0
12936,Domínguez,Jasson,691176,domij003,dominja01,28080,2023.0,2024.0
12963,Stassi,Max,545358,stasm001,stassma01,10059,2013.0,2022.0
12966,Stubbs,Garrett,596117,stubg001,stubbga01,18067,2019.0,2024.0
12967,Giménez,Andrés,665926,gimea001,gimenan01,19950,2020.0,2024.0
12972,Freeland,Kyle,607536,freek001,freelky01,16256,2017.0,2024.0
12983,King,John,667463,kingj002,kingjo01,22051,2020.0,2024.0
12987,Howard,Spencer,675921,howas003,howarsp01,23252,2020.0,2024.0
13036,Lively,Ben,594902,liveb001,livelbe01,14932,2017.0,2024.0
13038,Turang,Brice,668930,turab002,turanbr02,22186,2023.0,2024.0
13052,Jones,Damon,676103,joned003,jonesda07,23310,2021.0,2022.0
13053,Manoah,Alek,666201,manoa001,manoaal01,26410,2021.0,2024.0
13074,Wong,Connor,657136,wongc001,wongco01,19896,2021.0,2024.0
13104,Papierski,Michael,657709,papim001,papiemi01,21386,2022.0,2022.0
13115,Williams,Devin,642207,willd004,willide03,15816,2019.0,2024.0
13116,Bush,Ky,681066,bushk001,bushky01,-1,2024.0,2024.0
